,Series Name,Period,Frequency,Value,Units
450,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198309,M,5868,Thousand Barrels per Day
451,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198308,M,5404,Thousand Barrels per Day
452,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198307,M,5628,Thousand Barrels per Day
453,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198306,M,5630,Thousand Barrels per Day
454,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198305,M,5497,Thousand Barrels per Day
455,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198304,M,5312,Thousand Barrels per Day
456,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198303,M,5140,Thousand Barrels per Day
457,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198302,M,4727,Thousand Barrels per Day
458,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198301,M,5025,Thousand Barrels per Day
459,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198212,M,5185,Thousand Barrels per Day
460,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198211,M,5488,Thousand Barrels per Day
461,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198210,M,5655,Thousand Barrels per Day
462,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198209,M,5522,Thousand Barrels per Day
463,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198208,M,5375,Thousand Barrels per Day
464,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198207,M,5643,Thousand Barrels per Day
465,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198206,M,5649,Thousand Barrels per Day
466,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198205,M,5525,Thousand Barrels per Day
467,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198204,M,5164,Thousand Barrels per Day
468,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198203,M,5065,Thousand Barrels per Day
469,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198202,M,4903,Thousand Barrels per Day
470,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198201,M,5147,Thousand Barrels per Day
471,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198112,M,5521,Thousand Barrels per Day
472,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198111,M,5292,Thousand Barrels per Day
473,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198110,M,5321,Thousand Barrels per Day
474,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198109,M,5561,Thousand Barrels per Day
475,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198108,M,5761,Thousand Barrels per Day
476,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198107,M,5500,Thousand Barrels per Day
477,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198106,M,5601,Thousand Barrels per Day
478,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198105,M,5774,Thousand Barrels per Day
479,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198104,M,5632,Thousand Barrels per Day
480,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198103,M,5501,Thousand Barrels per Day
481,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198102,M,5645,Thousand Barrels per Day
482,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",198101,M,5752,Thousand Barrels per Day
