,Series Name,Period,Frequency,Value,Units
472,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198111,M,2932,Thousand Barrels per Day
473,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198110,M,2860,Thousand Barrels per Day
474,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198109,M,3014,Thousand Barrels per Day
475,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198108,M,3062,Thousand Barrels per Day
476,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198107,M,2873,Thousand Barrels per Day
477,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198106,M,2808,Thousand Barrels per Day
478,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198105,M,2870,Thousand Barrels per Day
479,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198104,M,2782,Thousand Barrels per Day
480,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198103,M,2895,Thousand Barrels per Day
481,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198102,M,3188,Thousand Barrels per Day
482,"Midwest (PADD 2) Refinery and Blender Net Input of Crude Oil, Monthly",198101,M,3374,Thousand Barrels per Day
